timestamp,district,file_type,status,filename,output_folder,source_url,details
2026-07-23T16:53:47,Kolara,PDF File,SUCCESS,19 Kolara.zip,E:\KSRSAC files\Hobli Boundaries\Kolara\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/19_Kolara.zip,Extracted 1 file(s)
2026-07-23T16:53:51,Kolara,Shape File,SUCCESS,19 Kolara.zip,E:\KSRSAC files\Hobli Boundaries\Kolara\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/19_Kolara.zip,Extracted 7 file(s)
2026-07-23T16:53:56,Kolara,KML File,SUCCESS,19 Kolara.zip,E:\KSRSAC files\Hobli Boundaries\Kolara\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/19_Kolara.zip,Extracted 1 file(s)
2026-07-23T16:54:01,Koppal,PDF File,SUCCESS,07 Koppal.zip,E:\KSRSAC files\Hobli Boundaries\Koppal\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/07_Koppal.zip,Extracted 1 file(s)
2026-07-23T16:54:06,Koppal,Shape File,SUCCESS,07 Koppal.zip,E:\KSRSAC files\Hobli Boundaries\Koppal\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/07_Koppal.zip,Extracted 7 file(s)
2026-07-23T16:54:11,Koppal,KML File,SUCCESS,07 Koppal.zip,E:\KSRSAC files\Hobli Boundaries\Koppal\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/07_Koppal.zip,Extracted 1 file(s)
2026-07-23T16:54:16,Mandya,PDF File,SUCCESS,22 Mandya.zip,E:\KSRSAC files\Hobli Boundaries\Mandya\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/22_Mandya.zip,Extracted 1 file(s)
2026-07-23T16:54:20,Mandya,Shape File,SUCCESS,22 Mandya.zip,E:\KSRSAC files\Hobli Boundaries\Mandya\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/22_Mandya.zip,Extracted 7 file(s)
2026-07-23T16:54:25,Mandya,KML File,SUCCESS,22 Mandya.zip,E:\KSRSAC files\Hobli Boundaries\Mandya\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/22_Mandya.zip,Extracted 1 file(s)
2026-07-23T16:54:30,Mysuru,PDF File,SUCCESS,26 Mysuru.zip,E:\KSRSAC files\Hobli Boundaries\Mysuru\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/26_Mysuru.zip,Extracted 1 file(s)
2026-07-23T16:54:35,Mysuru,Shape File,SUCCESS,26 Mysuru.zip,E:\KSRSAC files\Hobli Boundaries\Mysuru\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/26_Mysuru.zip,Extracted 7 file(s)
2026-07-23T16:54:40,Mysuru,KML File,SUCCESS,26 Mysuru.zip,E:\KSRSAC files\Hobli Boundaries\Mysuru\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/26_Mysuru.zip,Extracted 1 file(s)
2026-07-23T16:54:44,Raichur,PDF File,SUCCESS,06 Raichur.zip,E:\KSRSAC files\Hobli Boundaries\Raichur\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/06_Raichur.zip,Extracted 1 file(s)
2026-07-23T16:54:49,Raichur,Shape File,SUCCESS,06 Raichur.zip,E:\KSRSAC files\Hobli Boundaries\Raichur\Shape Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/Shapefiles/06_Raichur.zip,Extracted 7 file(s)
2026-07-23T16:54:54,Raichur,KML File,SUCCESS,06 Raichur.zip,E:\KSRSAC files\Hobli Boundaries\Raichur\KML Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/KML/06_Raichur.zip,Extracted 1 file(s)
2026-07-23T16:54:59,Shivamogga,PDF File,SUCCESS,15 Shivamogga.zip,E:\KSRSAC files\Hobli Boundaries\Shivamogga\PDF Files,https://kgis.ksrsac.in/kgisdocuments/PDF_KML_SHP/Hobli/PDF/15_Shivamogga.zip,Extracted 1 file(s)
